,Creator,start_date,Employee,end_date
31,Willie Mallon,2019-03-07 07:52:29,Betty Workman,2019-03-21 07:52:29
32,Margaret White,2019-03-09 01:28:16,Bruce Gulley,2019-04-01 01:28:16
33,David Torrence,2019-03-12 04:25:31,Nichole Lockett,2019-04-06 04:25:31
34,Blanche Robinson,2019-03-15 13:01:52,Jane Richardson,2019-04-13 13:01:52
35,Brandon Schade,2019-03-16 06:43:20,Nichole Lockett,2019-03-27 06:43:20
36,Alvin Galindo,2019-03-16 12:28:00,Eddie Rivera,2019-03-31 12:28:00
37,Therese Medrano,2019-03-17 12:26:57,Betty Workman,2019-04-05 12:26:57
38,James Bridges,2019-03-22 03:24:38,Sarah Ayers,2019-04-08 03:24:38
39,Edward Stein,2019-03-23 08:23:02,Bruce Gulley,2019-04-13 08:23:02
40,Sheila Smith,2019-03-23 10:22:25,Betty Workman,2019-04-08 10:22:25
41,Susan Stewart,2019-03-23 11:06:15,Jane Richardson,2019-04-19 11:06:15
42,Gloria Nava,2019-03-24 05:55:32,Bruce Gulley,2019-04-05 05:55:32
43,Daniel Elbert,2019-03-24 14:14:03,Betty Workman,2019-04-17 14:14:03
44,Bret Mackay,2019-03-24 15:38:11,Nichole Lockett,2019-04-07 15:38:11
45,Juan Schusterman,2019-03-26 07:18:18,Betty Workman,2019-04-17 07:18:18
46,Bruce Raab,2019-03-26 13:47:29,Nichole Lockett,2019-04-24 13:47:29
47,Nancy Woods,2019-03-27 07:58:21,Nichole Lockett,2019-03-29 07:58:21
48,Robert Prosser,2019-03-28 23:39:50,Frederick Krol,2019-04-06 23:39:50
49,Frances Vachon,2019-03-30 21:59:47,Bruce Gulley,2019-04-26 21:59:47
50,Ricky Deckman,2019-04-01 09:21:22,Betty Workman,2019-04-04 09:21:22
51,Margaret Reynolds,2019-04-05 12:33:58,Eddie Rivera,2019-04-22 12:33:58
52,Thomas Jackson,2019-04-08 16:17:02,Fredrick Elfrink,2019-04-25 16:17:02
53,Pamela Jacobsen,2019-04-08 22:37:37,Eddie Rivera,2019-04-21 22:37:37
54,Kara Duffy,2019-04-15 21:18:52,Frederick Krol,2019-04-26 21:18:52
55,Helen Jordan,2019-04-18 18:15:00,Fredrick Elfrink,2019-04-27 18:15:00
56,Lanie Dimock,2019-04-20 17:32:35,Fredrick Elfrink,2019-05-11 17:32:35
57,Sandra Romero,2019-04-20 19:53:30,Nichole Lockett,2019-04-28 19:53:30
58,William Aleman,2019-04-22 03:53:23,Sarah Ayers,2019-04-27 03:53:23
59,Alberta Tarver,2019-04-25 12:59:59,Eddie Rivera,2019-05-02 12:59:59
60,Rodney Tomlin,2019-04-26 08:31:59,Eddie Rivera,2019-05-20 08:31:59
61,Leonard Wagner,2019-04-28 18:32:11,Betty Workman,2019-05-13 18:32:11
62,Robert Richard,2019-05-02 23:12:42,Sarah Ayers,2019-05-04 23:12:42
63,Theron Conn,2019-05-04 07:06:07,Bruce Gulley,2019-05-10 07:06:07
64,Zelda Trunzo,2019-05-04 15:31:57,Nichole Lockett,2019-05-22 15:31:57
65,Lovetta Brown,2019-05-06 10:51:59,Bruce Gulley,2019-05-28 10:51:59
66,Stacey Moore,2019-05-07 03:46:57,Gilberto Delossantos,2019-05-15 03:46:57
67,William Flowers,2019-05-08 00:11:34,Eddie Rivera,2019-06-01 00:11:34
68,Dianna Gean,2019-05-08 05:35:51,Eddie Rivera,2019-05-25 05:35:51
69,Jane Williams,2019-05-08 16:21:37,Gilberto Delossantos,2019-06-03 16:21:37
70,Robert Ouellette,2019-05-10 02:04:04,Betty Workman,2019-05-28 02:04:04
71,Cleo Merrick,2019-05-11 11:55:22,Bruce Gulley,2019-06-01 11:55:22
72,Judy Patton,2019-05-12 11:29:44,Bruce Gulley,2019-05-27 11:29:44
73,Stewart Ashley,2019-05-14 05:11:17,Cassandra Salamanca,2019-05-21 05:11:17
74,Laura Blumhardt,2019-05-14 16:10:06,Eddie Rivera,2019-05-25 16:10:06
75,Edward Parker,2019-05-18 14:10:26,Fredrick Elfrink,2019-05-27 14:10:26
76,Elma Wilson,2019-05-20 22:51:40,Gilberto Delossantos,2019-06-07 22:51:40
77,Jackie Gordon,2019-05-22 12:32:44,Bruce Gulley,2019-06-07 12:32:44
78,Justin Martinez,2019-05-22 15:14:10,Gilberto Delossantos,2019-05-29 15:14:10
79,Irene Kleinschmidt,2019-05-24 16:33:26,Betty Workman,2019-06-07 16:33:26
80,Cecil Hollis,2019-05-25 00:55:42,Jane Richardson,2019-05-31 00:55:42
81,Doris Montemayor,2019-05-25 05:25:07,Jane Richardson,2019-06-09 05:25:07
82,Angel Vernon,2019-05-29 09:21:24,Fredrick Elfrink,2019-06-01 09:21:24
83,Julie Strief,2019-05-30 21:30:47,Jane Richardson,2019-06-16 21:30:47
84,Russell Furtado,2019-06-01 19:30:29,Nichole Lockett,2019-06-30 19:30:29
85,Maria Ruiz,2019-06-03 08:50:19,Frederick Krol,2019-06-07 08:50:19
86,Thomas Cortes,2019-06-05 09:43:07,Gilberto Delossantos,2019-07-02 09:43:07
87,George Henkel,2019-06-07 10:31:00,Cassandra Salamanca,2019-06-15 10:31:00
88,Luis Pele,2019-06-08 15:34:49,Cassandra Salamanca,2019-06-14 15:34:49
89,Raymond Ussery,2019-06-09 22:00:02,Gilberto Delossantos,2019-06-27 22:00:02
90,Thomas Thomas,2019-06-11 08:59:43,Gilberto Delossantos,2019-06-25 08:59:43
91,Alison Villagomez,2019-06-13 16:13:06,Fredrick Elfrink,2019-06-22 16:13:06
92,Darrell Geiger,2019-06-16 12:18:23,Eddie Rivera,2019-07-08 12:18:23
93,Josephine Engstrom,2019-06-18 06:46:17,Gilberto Delossantos,2019-06-26 06:46:17
94,Harold Mcelfresh,2019-06-18 23:07:28,Sarah Ayers,2019-07-14 23:07:28
95,Arthur Price,2019-06-20 09:21:07,Gilberto Delossantos,2019-06-27 09:21:07
96,Kaitlin Srour,2019-06-21 11:41:50,Jane Richardson,2019-07-07 11:41:50
97,Jodi Adams,2019-06-25 14:32:16,Frederick Krol,2019-07-16 14:32:16
98,Roy Monroe,2019-06-26 18:53:03,Eddie Rivera,2019-07-06 18:53:03
99,Sylvia Smith,2019-07-04 13:31:20,Nichole Lockett,2019-08-01 13:31:20
100,Amy Rushton,2019-07-07 12:05:29,Cassandra Salamanca,2019-07-26 12:05:29
101,Frank Jeffery,2019-07-09 14:25:50,Cassandra Salamanca,2019-07-27 14:25:50
102,Gabriella Fick,2019-07-14 07:22:56,Bruce Gulley,2019-07-30 07:22:56
103,Michael Scott,2019-07-16 22:19:06,Bruce Gulley,2019-07-26 22:19:06
104,Rosa Patton,2019-07-18 02:26:29,Sarah Ayers,2019-08-05 02:26:29
105,Oscar Macek,2019-07-18 16:12:58,Eddie Rivera,2019-07-30 16:12:58
106,Patricia Matthey,2019-07-19 17:10:35,Sarah Ayers,2019-07-28 17:10:35
107,Robert Elio,2019-07-29 09:30:29,Gilberto Delossantos,2019-08-06 09:30:29
108,Michael Payton,2019-07-29 22:20:11,Jane Richardson,2019-08-13 22:20:11
109,Vincent Ochoa,2019-07-30 07:55:56,Gilberto Delossantos,2019-08-03 07:55:56
110,Johnny Nelson,2019-08-01 19:17:19,Jane Richardson,2019-08-21 19:17:19
111,Kim Ward,2019-08-04 20:32:28,Betty Workman,2019-08-24 20:32:28
112,Michael Atchison,2019-08-05 07:44:28,Fredrick Elfrink,2019-08-19 07:44:28
113,Karen Grizzle,2019-08-05 20:40:24,Eddie Rivera,2019-08-30 20:40:24
114,Raphael Higgins,2019-08-06 05:12:18,Sarah Ayers,2019-08-09 05:12:18
115,Paul Rempe,2019-08-11 17:14:43,Frederick Krol,2019-08-14 17:14:43
116,Carolynn Curran,2019-08-14 02:36:58,Frederick Krol,2019-08-20 02:36:58
117,Roy Gillespie,2019-08-16 03:17:36,Frederick Krol,2019-08-25 03:17:36
118,Verla Pena,2019-08-19 22:08:34,Frederick Krol,2019-09-02 22:08:34
119,Gracie Davidson,2019-08-20 05:06:29,Sarah Ayers,2019-08-28 05:06:29
120,Earl Richardson,2019-08-21 04:56:06,Cassandra Salamanca,2019-08-31 04:56:06
121,Michael Hanko,2019-08-23 05:47:50,Bruce Gulley,2019-09-18 05:47:50
122,John Baker,2019-08-25 05:31:17,Bruce Gulley,2019-09-13 05:31:17
123,Yolanda Freese,2019-08-25 16:30:55,Fredrick Elfrink,2019-09-05 16:30:55
124,Kenneth Fulton,2019-08-26 19:37:47,Frederick Krol,2019-09-06 19:37:47
125,David Florio,2019-08-27 06:09:01,Sarah Ayers,2019-09-21 06:09:01
126,Sally Cook,2019-08-28 05:02:34,Fredrick Elfrink,2019-09-21 05:02:34
127,Andrew Chapin,2019-08-31 13:07:20,Cassandra Salamanca,2019-09-22 13:07:20
128,Marvin Mcneil,2019-09-01 14:55:42,Jane Richardson,2019-09-17 14:55:42
129,Larry Davis,2019-09-03 05:13:30,Bruce Gulley,2019-09-11 05:13:30
130,Michael Martins,2019-09-05 00:18:33,Betty Workman,2019-09-16 00:18:33
131,Gladys Sandahl,2019-09-09 21:22:10,Bruce Gulley,2019-09-16 21:22:10
132,Stephen Phomphithak,2019-09-14 19:42:38,Frederick Krol,2019-10-09 19:42:38
133,Justin Begor,2019-09-15 07:04:10,Frederick Krol,2019-10-03 07:04:10
134,Daniel Morehead,2019-09-17 05:46:15,Fredrick Elfrink,2019-10-08 05:46:15
135,Yvonne Hughey,2019-09-17 12:55:09,Jane Richardson,2019-09-21 12:55:09
136,Ralph Osborne,2019-09-21 17:33:25,Cassandra Salamanca,2019-10-05 17:33:25
137,Daniel Yin,2019-09-23 03:20:33,Nichole Lockett,2019-10-11 03:20:33
138,Edward Selman,2019-09-25 17:15:14,Frederick Krol,2019-10-10 17:15:14
139,Katherine Williams,2019-09-28 13:44:45,Fredrick Elfrink,2019-10-09 13:44:45
140,Marleen Simmons,2019-09-28 17:53:02,Bruce Gulley,2019-10-21 17:53:02
141,Brandy Villatora,2019-09-28 18:41:56,Fredrick Elfrink,2019-10-14 18:41:56
142,Hope Mckenzie,2019-09-29 22:29:23,Nichole Lockett,2019-10-05 22:29:23
143,Kevin Robotham,2019-10-01 17:47:23,Frederick Krol,2019-10-30 17:47:23
144,Norma Heep,2019-10-01 18:16:36,Frederick Krol,2019-10-22 18:16:36
145,Mary Smith,2019-10-03 18:38:30,Betty Workman,2019-10-18 18:38:30
146,Robert Sistrunk,2019-10-04 09:47:08,Fredrick Elfrink,2019-10-27 09:47:08
147,Maria Hanson,2019-10-05 18:46:49,Gilberto Delossantos,2019-10-26 18:46:49
148,Harley Vann,2019-10-08 16:27:40,Frederick Krol,2019-11-02 16:27:40
149,Kimberly Avery,2019-10-21 17:14:03,Sarah Ayers,2019-11-09 17:14:03
150,Robert Jones,2019-10-24 18:56:57,Betty Workman,2019-11-07 18:56:57
151,Wayne Myers,2019-10-26 09:49:01,Nichole Lockett,2019-11-18 09:49:01
152,Juanita Gaier,2019-10-26 23:59:03,Cassandra Salamanca,2019-11-18 23:59:03
153,Susana Daner,2019-10-27 16:26:33,Fredrick Elfrink,2019-11-12 16:26:33
154,James Moran,2019-10-28 14:02:53,Jane Richardson,2019-11-08 14:02:53
155,Joseph Curtis,2019-10-31 00:13:46,Frederick Krol,2019-11-18 00:13:46
156,Rosie Fields,2019-10-31 19:26:05,Bruce Gulley,2019-11-16 19:26:05
157,Mary Vinson,2019-11-04 11:04:55,Nichole Lockett,2019-11-15 11:04:55
158,Lisa Sigmon,2019-11-12 05:04:21,Eddie Rivera,2019-11-21 05:04:21
159,Kelly Gilliland,2019-11-15 01:14:33,Nichole Lockett,2019-11-20 01:14:33
160,Jena Barker,2019-11-16 08:15:23,Gilberto Delossantos,2019-12-01 08:15:23
161,Debra Quintana,2019-11-18 13:18:52,Gilberto Delossantos,2019-12-14 13:18:52
162,Charlotte Stone,2019-11-20 20:05:29,Jane Richardson,2019-11-27 20:05:29
163,Betty Wagner,2019-11-21 00:42:24,Cassandra Salamanca,2019-12-16 00:42:24
164,Marion Holtzlander,2019-11-22 13:31:12,Eddie Rivera,2019-12-02 13:31:12
165,Wanda Weston,2019-11-25 21:36:45,Nichole Lockett,2019-12-24 21:36:45
166,Thomas Worthington,2019-11-28 03:25:05,Bruce Gulley,2019-12-02 03:25:05
167,Marian Bailey,2019-12-03 19:48:55,Cassandra Salamanca,2019-12-21 19:48:55
168,Joyce Green,2019-12-05 14:23:15,Sarah Ayers,2019-12-29 14:23:15
169,Sean Moore,2019-12-09 17:00:19,Eddie Rivera,2020-01-01 17:00:19
170,Miss Raines,2019-12-09 20:35:22,Jane Richardson,2019-12-31 20:35:22
171,Charles Reilly,2019-12-14 17:31:15,Nichole Lockett,2020-01-06 17:31:15
172,Megan Milburn,2019-12-15 06:15:17,Sarah Ayers,2020-01-07 06:15:17
173,William Popp,2019-12-17 02:11:04,Fredrick Elfrink,2020-01-02 02:11:04
174,Sue Fuller,2019-12-17 04:43:48,Frederick Krol,2020-01-15 04:43:48
175,Nellie Reaver,2019-12-17 14:05:21,Jane Richardson,2020-01-01 14:05:21
176,Fernando Drake,2019-12-19 00:15:25,Fredrick Elfrink,2020-01-13 00:15:25
177,James Blevins,2019-12-21 07:09:09,Nichole Lockett,2020-01-07 07:09:09
178,Virginia Brown,2019-12-25 21:30:58,Jane Richardson,2020-01-05 21:30:58
179,Kimberly Martinez,2019-12-28 01:48:24,Jane Richardson,2020-01-12 01:48:24
180,Ronald Tashman,2019-12-28 17:39:57,Nichole Lockett,2020-01-14 17:39:57
181,Toni Pavlas,2019-12-28 19:52:54,Sarah Ayers,2020-01-22 19:52:54
182,Reba Huffman,2019-12-29 16:09:05,Fredrick Elfrink,2020-01-23 16:09:05
183,Stephanie Murray,2020-01-03 14:12:33,Cassandra Salamanca,2020-01-08 14:12:33
184,Boyd Nolin,2020-01-07 21:37:28,Eddie Rivera,2020-01-23 21:37:28
185,Mark Linder,2020-01-10 19:59:13,Frederick Krol,2020-02-06 19:59:13
186,Jarrod Bowlin,2020-01-12 13:19:10,Cassandra Salamanca,2020-02-03 13:19:10
187,John Riis,2020-01-21 05:18:37,Frederick Krol,2020-02-05 05:18:37
188,Martina Williams,2020-01-21 12:49:49,Cassandra Salamanca,2020-02-19 12:49:49
189,Carol Surratt,2020-01-22 03:20:53,Nichole Lockett,2020-02-02 03:20:53
190,Jacob Wood,2020-01-23 09:55:42,Frederick Krol,2020-01-30 09:55:42
191,Anthony Martin,2020-01-23 19:10:17,Betty Workman,2020-02-04 19:10:17
192,Mark Escareno,2020-01-25 04:38:00,Jane Richardson,2020-02-14 04:38:00
193,Ryan Cartwright,2020-01-25 17:36:13,Bruce Gulley,2020-02-19 17:36:13
194,Lisa Beyer,2020-01-26 05:20:29,Betty Workman,2020-02-05 05:20:29
195,Joe Shirey,2020-01-27 05:34:47,Sarah Ayers,2020-02-24 05:34:47
196,Libbie Ross,2020-01-28 11:02:08,Gilberto Delossantos,2020-02-18 11:02:08
197,Scott Whitfield,2020-02-01 23:05:56,Betty Workman,2020-02-16 23:05:56
198,Pete Vallejo,2020-02-02 20:24:20,Betty Workman,2020-02-19 20:24:20
199,Victor Singh,2020-02-05 05:53:49,Frederick Krol,2020-02-15 05:53:49
200,Rene Henry,2020-02-10 07:47:16,Betty Workman,2020-03-01 07:47:16
201,Danny Jacobs,2020-02-10 22:32:54,Cassandra Salamanca,2020-02-26 22:32:54
202,Martha Bold,2020-02-14 08:53:30,Jane Richardson,2020-02-22 08:53:30
203,Barry Ishman,2020-02-14 20:59:15,Eddie Rivera,2020-03-11 20:59:15
204,James Shabazz,2020-02-14 22:07:27,Cassandra Salamanca,2020-03-09 22:07:27
205,Louis Hollis,2020-02-20 07:29:56,Betty Workman,2020-02-27 07:29:56
206,Jeanne Keyes,2020-02-22 14:47:25,Cassandra Salamanca,2020-03-07 14:47:25
207,Sandra Howard,2020-02-29 01:09:09,Eddie Rivera,2020-03-21 01:09:09
208,Terry Gamble,2020-03-03 14:44:11,Cassandra Salamanca,2020-03-21 14:44:11
209,Edward Mendosa,2020-03-04 08:21:10,Betty Workman,2020-03-25 08:21:10
210,Rey Deluna,2020-03-07 23:00:54,Gilberto Delossantos,2020-03-09 23:00:54
211,Jennifer Fontanez,2020-03-12 04:54:09,Cassandra Salamanca,2020-04-07 04:54:09
212,Amy Monaghan,2020-03-13 02:45:13,Betty Workman,2020-04-04 02:45:13
213,Dustin Zettlemoyer,2020-03-14 11:43:27,Fredrick Elfrink,2020-04-07 11:43:27
214,Martha Smith,2020-03-17 19:40:16,Cassandra Salamanca,2020-04-14 19:40:16
215,Bobby Ramlall,2020-03-20 02:29:09,Gilberto Delossantos,2020-04-06 02:29:09
216,Grace Aita,2020-03-21 12:30:12,Betty Workman,2020-03-31 12:30:12
217,Cheryl Cabrera,2020-03-25 22:33:26,Bruce Gulley,2020-04-08 22:33:26
218,Chester Hardwick,2020-03-28 12:32:03,Frederick Krol,2020-04-26 12:32:03
219,Jennifer Greene,2020-03-29 02:40:19,Cassandra Salamanca,2020-04-16 02:40:19
220,Steven Pippin,2020-03-31 01:59:23,Jane Richardson,2020-04-02 01:59:23
221,Laverne Fritz,2020-04-01 13:48:43,Eddie Rivera,2020-04-12 13:48:43
222,Clinton Davidson,2020-04-02 09:29:38,Gilberto Delossantos,2020-05-01 09:29:38
223,Gwen Bingham,2020-04-03 23:20:44,Jane Richardson,2020-04-30 23:20:44
224,John Darrow,2020-04-04 14:15:25,Eddie Rivera,2020-04-18 14:15:25
225,Juana Grant,2020-04-05 16:33:19,Gilberto Delossantos,2020-04-10 16:33:19
226,Dorothy Mason,2020-04-06 20:17:21,Nichole Lockett,2020-04-30 20:17:21
227,Tony Rutenberg,2020-04-10 05:43:16,Nichole Lockett,2020-05-07 05:43:16
228,Willard Imhoff,2020-04-12 08:59:59,Fredrick Elfrink,2020-05-09 08:59:59
229,Rosalie Brown,2020-04-22 13:15:27,Frederick Krol,2020-05-03 13:15:27
230,John Mcnitt,2020-04-26 04:52:00,Fredrick Elfrink,2020-05-16 04:52:00
231,Michael Hunt,2020-04-28 18:45:13,Fredrick Elfrink,2020-05-27 18:45:13
232,Timothy Thomas,2020-04-30 07:33:44,Fredrick Elfrink,2020-05-29 07:33:44
233,John Wiggins,2020-04-30 12:20:15,Frederick Krol,2020-05-24 12:20:15
234,Shari Vega,2020-04-30 23:43:48,Betty Workman,2020-05-25 23:43:48
235,Sarah Prescott,2020-05-02 07:25:41,Frederick Krol,2020-05-23 07:25:41
236,Willie Campos,2020-05-02 16:13:20,Jane Richardson,2020-05-04 16:13:20
237,Dallas Green,2020-05-07 05:36:47,Sarah Ayers,2020-05-26 05:36:47
238,Romaine Eubanks,2020-05-10 18:44:03,Eddie Rivera,2020-05-17 18:44:03
239,Sharon Duffy,2020-05-15 21:07:58,Gilberto Delossantos,2020-05-26 21:07:58
240,Carrie Allen,2020-05-17 07:10:27,Eddie Rivera,2020-05-20 07:10:27
241,Felix Ellis,2020-05-23 01:50:28,Jane Richardson,2020-06-12 01:50:28
242,David Martin,2020-05-23 09:46:48,Bruce Gulley,2020-05-26 09:46:48
243,Roger Pearson,2020-05-24 21:15:48,Bruce Gulley,2020-06-04 21:15:48
244,Florida Rousseau,2020-06-01 20:51:33,Fredrick Elfrink,2020-06-13 20:51:33
245,Ramona French,2020-06-03 19:25:14,Gilberto Delossantos,2020-07-01 19:25:14
246,Lowell Marshall,2020-06-08 12:19:10,Nichole Lockett,2020-06-22 12:19:10
247,Derrick Malcom,2020-06-11 20:40:04,Gilberto Delossantos,2020-07-07 20:40:04
248,Thomas Pate,2020-06-11 23:12:27,Bruce Gulley,2020-06-19 23:12:27
249,Thomas Downs,2020-06-12 00:13:28,Nichole Lockett,2020-06-24 00:13:28
250,Edward Stovall,2020-06-13 04:01:34,Bruce Gulley,2020-07-11 04:01:34
251,Sandy Chapman,2020-06-15 08:48:02,Eddie Rivera,2020-06-17 08:48:02
252,Charles Gray,2020-06-18 11:26:55,Nichole Lockett,2020-07-03 11:26:55
253,Jenna Knell,2020-06-19 00:24:16,Gilberto Delossantos,2020-07-01 00:24:16
254,Matt Clow,2020-06-20 06:21:20,Betty Workman,2020-07-11 06:21:20
255,Renato Walczak,2020-06-20 07:29:33,Sarah Ayers,2020-07-08 07:29:33
256,Larry Mccabe,2020-06-20 09:49:14,Nichole Lockett,2020-07-18 09:49:14
257,Lorraine Gerrald,2020-06-24 05:24:24,Cassandra Salamanca,2020-07-07 05:24:24
258,Emelina Mccarthy,2020-06-27 00:27:57,Fredrick Elfrink,2020-07-09 00:27:57
259,James Albritton,2020-06-29 01:10:40,Jane Richardson,2020-07-20 01:10:40
260,Lena Anderson,2020-07-03 11:36:35,Gilberto Delossantos,2020-07-12 11:36:35
261,Robert Mendez,2020-07-05 15:46:19,Nichole Lockett,2020-07-19 15:46:19
262,Charlotte Garnett,2020-07-09 07:27:34,Jane Richardson,2020-07-21 07:27:34
263,Amy Brashear,2020-07-09 22:52:51,Sarah Ayers,2020-07-27 22:52:51
264,David Armstrong,2020-07-20 14:59:10,Sarah Ayers,2020-07-26 14:59:10
265,Jared Ortiz,2020-07-20 19:44:20,Eddie Rivera,2020-07-24 19:44:20
266,Mattie Fisher,2020-07-23 00:16:41,Gilberto Delossantos,2020-07-26 00:16:41
267,Barbara Meekins,2020-07-23 08:16:56,Cassandra Salamanca,2020-08-05 08:16:56
268,Jewel Winsor,2020-07-23 22:54:14,Bruce Gulley,2020-08-09 22:54:14
269,Pamela Huntley,2020-07-24 08:20:40,Fredrick Elfrink,2020-08-05 08:20:40
270,Eddie Puff,2020-07-28 04:39:01,Nichole Lockett,2020-08-06 04:39:01
271,Margarita Boone,2020-07-31 13:42:39,Jane Richardson,2020-08-07 13:42:39
272,Nathaniel Baron,2020-08-01 12:15:51,Gilberto Delossantos,2020-08-29 12:15:51
273,Alice Boone,2020-08-02 07:04:11,Sarah Ayers,2020-08-24 07:04:11
274,Freddie Reams,2020-08-03 10:16:57,Gilberto Delossantos,2020-08-07 10:16:57
275,Bettie Alsina,2020-08-04 13:47:51,Sarah Ayers,2020-08-17 13:47:51
276,Mary Alexander,2020-08-06 05:07:52,Bruce Gulley,2020-08-12 05:07:52
277,Lois Primm,2020-08-06 13:53:16,Sarah Ayers,2020-08-30 13:53:16
278,Gary Dykes,2020-08-07 05:22:05,Bruce Gulley,2020-08-29 05:22:05
279,Janet Whittle,2020-08-07 19:16:58,Nichole Lockett,2020-08-30 19:16:58
280,Marcus Parker,2020-08-08 15:48:52,Sarah Ayers,2020-08-28 15:48:52
281,Eun Rash,2020-08-12 15:45:49,Betty Workman,2020-09-01 15:45:49
282,David Gammill,2020-08-13 09:59:05,Jane Richardson,2020-08-19 09:59:05
283,Keri Onstott,2020-08-14 10:58:41,Eddie Rivera,2020-08-19 10:58:41
284,Audrey Lockett,2020-08-17 11:09:53,Sarah Ayers,2020-09-10 11:09:53
285,Tina Bradbury,2020-08-19 01:27:56,Bruce Gulley,2020-09-05 01:27:56
286,Russell Wells,2020-08-19 03:32:01,Sarah Ayers,2020-09-10 03:32:01
287,Jeffrey Vasquez,2020-08-19 05:58:48,Jane Richardson,2020-08-24 05:58:48
288,Tamala Jones,2020-08-20 04:30:19,Eddie Rivera,2020-08-26 04:30:19
289,Rebecca Stuber,2020-08-21 09:59:22,Nichole Lockett,2020-09-07 09:59:22
290,Robert Julian,2020-08-24 05:20:00,Fredrick Elfrink,2020-09-18 05:20:00
291,Kenneth Hirst,2020-08-27 12:07:10,Bruce Gulley,2020-08-30 12:07:10
292,Melvin Hobbs,2020-08-31 06:04:42,Frederick Krol,2020-09-08 06:04:42
293,Annie Witt,2020-08-31 19:34:00,Sarah Ayers,2020-09-09 19:34:00
294,Leslie Fredrickson,2020-09-02 09:49:19,Fredrick Elfrink,2020-09-13 09:49:19
295,Lekisha Ormond,2020-09-06 07:13:31,Fredrick Elfrink,2020-09-11 07:13:31
296,Melanie Benedict,2020-09-06 07:37:24,Bruce Gulley,2020-10-01 07:37:24
297,Richard Brunson,2020-09-07 10:47:43,Eddie Rivera,2020-09-13 10:47:43
298,Rose Rodriguez,2020-09-10 00:21:12,Betty Workman,2020-10-09 00:21:12
299,Linda Mason,2020-09-14 12:19:20,Eddie Rivera,2020-10-03 12:19:20
300,Michael Peters,2020-09-15 00:20:42,Betty Workman,2020-09-19 00:20:42
301,Paris Harvey,2020-09-15 22:17:47,Fredrick Elfrink,2020-09-20 22:17:47
302,Elizabeth Johnson,2020-09-16 18:13:21,Eddie Rivera,2020-09-25 18:13:21
303,Margaret Forcello,2020-09-22 03:36:33,Cassandra Salamanca,2020-10-10 03:36:33
304,Sarah Haydu,2020-09-22 05:22:49,Jane Richardson,2020-10-10 05:22:49
305,Marion Hager,2020-09-23 11:21:31,Frederick Krol,2020-09-25 11:21:31
