,Creator,start_date,Employee,end_date
45,Edward Stein,2019-04-15 08:23:02,Kenneth Fluellen,2019-05-14 08:23:02
46,Daniel Elbert,2019-04-18 14:14:03,Jeffrey Lyon,2019-05-23 14:14:03
47,Juan Schusterman,2019-04-20 07:18:18,Thelma Ryan,2019-06-04 07:18:18
48,Susan Stewart,2019-04-22 11:06:15,Jeffrey Lyon,2019-05-29 11:06:15
49,Margaret Reynolds,2019-04-24 12:33:58,James Ryder,2019-06-12 12:33:58
50,Pamela Jacobsen,2019-04-24 22:37:37,Judith Laxson,2019-05-06 22:37:37
51,Bruce Raab,2019-04-25 13:47:29,Noah Balentine,2019-06-12 13:47:29
52,Thomas Jackson,2019-04-26 16:17:02,Rachel Laudat,2019-05-30 16:17:02
53,Kara Duffy,2019-04-27 21:18:52,Felipe Seals,2019-06-06 21:18:52
54,Frances Vachon,2019-04-27 21:59:47,James Ryder,2019-05-12 21:59:47
55,Sandra Romero,2019-04-29 19:53:30,Rachel Laudat,2019-05-12 19:53:30
56,William Aleman,2019-04-30 03:53:23,Kenneth Fluellen,2019-05-27 03:53:23
57,Helen Jordan,2019-04-30 18:15:00,Deborah Hurley,2019-05-19 18:15:00
58,Alberta Tarver,2019-05-06 12:59:59,Deborah Hurley,2019-05-16 12:59:59
59,Robert Richard,2019-05-07 23:12:42,Marlene Grice,2019-06-13 23:12:42
60,Theron Conn,2019-05-12 07:06:07,Noah Balentine,2019-06-12 07:06:07
61,Lanie Dimock,2019-05-14 17:32:35,Marlene Grice,2019-05-28 17:32:35
62,Leonard Wagner,2019-05-17 18:32:11,Jeffrey Lyon,2019-06-30 18:32:11
63,Stacey Moore,2019-05-19 03:46:57,Rachel Laudat,2019-06-09 03:46:57
64,Stewart Ashley,2019-05-22 05:11:17,Virginia Williams,2019-06-10 05:11:17
65,Rodney Tomlin,2019-05-22 08:31:59,Kenneth Fluellen,2019-06-23 08:31:59
66,Zelda Trunzo,2019-05-25 15:31:57,Rachel Laudat,2019-06-16 15:31:57
67,Dianna Gean,2019-05-27 05:35:51,Felipe Seals,2019-06-22 05:35:51
68,Laura Blumhardt,2019-05-27 16:10:06,Virginia Williams,2019-07-13 16:10:06
69,Robert Ouellette,2019-05-29 02:04:04,Thelma Ryan,2019-06-09 02:04:04
70,Lovetta Brown,2019-05-30 10:51:59,Darryl Kirkwood,2019-06-17 10:51:59
71,Judy Patton,2019-05-31 11:29:44,Rachel Laudat,2019-07-17 11:29:44
72,Edward Parker,2019-05-31 14:10:26,Darryl Kirkwood,2019-07-13 14:10:26
73,William Flowers,2019-06-02 00:11:34,Kenneth Fluellen,2019-07-09 00:11:34
74,Justin Martinez,2019-06-02 15:14:10,James Ryder,2019-07-05 15:14:10
75,Cecil Hollis,2019-06-03 00:55:42,Thelma Ryan,2019-06-18 00:55:42
76,Angel Vernon,2019-06-03 09:21:24,Deborah Hurley,2019-07-16 09:21:24
77,Cleo Merrick,2019-06-03 11:55:22,Noah Balentine,2019-07-15 11:55:22
78,Jane Williams,2019-06-07 16:21:37,Rachel Laudat,2019-06-17 16:21:37
79,Irene Kleinschmidt,2019-06-09 16:33:26,Darryl Kirkwood,2019-07-06 16:33:26
80,Maria Ruiz,2019-06-10 08:50:19,Leslie Harris,2019-07-02 08:50:19
81,Doris Montemayor,2019-06-11 05:25:07,Judith Laxson,2019-06-27 05:25:07
82,Jackie Gordon,2019-06-11 12:32:44,Leslie Harris,2019-07-23 12:32:44
83,Elma Wilson,2019-06-11 22:51:40,Kenneth Fluellen,2019-07-23 22:51:40
84,Luis Pele,2019-06-15 15:34:49,Rachel Laudat,2019-07-30 15:34:49
85,George Henkel,2019-06-17 10:31:00,Leslie Harris,2019-07-03 10:31:00
86,Julie Strief,2019-06-20 21:30:47,Deborah Hurley,2019-08-08 21:30:47
87,Alison Villagomez,2019-06-24 16:13:06,Deborah Hurley,2019-08-08 16:13:06
88,Josephine Engstrom,2019-06-28 06:46:17,Thelma Ryan,2019-08-09 06:46:17
89,Thomas Thomas,2019-06-28 08:59:43,Marlene Grice,2019-07-15 08:59:43
90,Arthur Price,2019-06-29 09:21:07,Marlene Grice,2019-08-02 09:21:07
91,Raymond Ussery,2019-06-30 22:00:02,Noah Balentine,2019-08-07 22:00:02
92,Thomas Cortes,2019-07-03 09:43:07,Marlene Grice,2019-08-16 09:43:07
93,Russell Furtado,2019-07-03 19:30:29,Rachel Laudat,2019-07-18 19:30:29
94,Roy Monroe,2019-07-07 18:53:03,Virginia Williams,2019-07-19 18:53:03
95,Kaitlin Srour,2019-07-09 11:41:50,James Ryder,2019-08-11 11:41:50
96,Darrell Geiger,2019-07-09 12:18:23,Felipe Seals,2019-08-22 12:18:23
97,Harold Mcelfresh,2019-07-16 23:07:28,Rachel Laudat,2019-08-19 23:07:28
98,Jodi Adams,2019-07-19 14:32:16,Leslie Harris,2019-08-04 14:32:16
99,Frank Jeffery,2019-07-29 14:25:50,Judith Laxson,2019-08-18 14:25:50
100,Michael Scott,2019-07-29 22:19:06,Kenneth Fluellen,2019-08-25 22:19:06
101,Amy Rushton,2019-07-30 12:05:29,Jeffrey Lyon,2019-09-03 12:05:29
102,Oscar Macek,2019-08-01 16:12:58,Deborah Hurley,2019-09-12 16:12:58
103,Patricia Matthey,2019-08-01 17:10:35,James Ryder,2019-09-04 17:10:35
104,Gabriella Fick,2019-08-03 07:22:56,Judith Laxson,2019-09-18 07:22:56
105,Sylvia Smith,2019-08-03 13:31:20,Thelma Ryan,2019-09-07 13:31:20
106,Vincent Ochoa,2019-08-05 07:55:56,Norma Farmer,2019-09-21 07:55:56
107,Rosa Patton,2019-08-08 02:26:29,Thelma Ryan,2019-09-19 02:26:29
108,Robert Elio,2019-08-09 09:30:29,Leslie Harris,2019-09-06 09:30:29
109,Raphael Higgins,2019-08-11 05:12:18,Leslie Harris,2019-09-02 05:12:18
110,Michael Payton,2019-08-14 22:20:11,Jeffrey Lyon,2019-09-12 22:20:11
111,Paul Rempe,2019-08-17 17:14:43,Judith Laxson,2019-08-27 17:14:43
112,Michael Atchison,2019-08-20 07:44:28,Kenneth Fluellen,2019-09-02 07:44:28
113,Carolynn Curran,2019-08-23 02:36:58,Paul Therrien,2019-09-06 02:36:58
114,Johnny Nelson,2019-08-23 19:17:19,Virginia Williams,2019-10-08 19:17:19
115,Roy Gillespie,2019-08-26 03:17:36,Judith Laxson,2019-09-22 03:17:36
116,Kim Ward,2019-08-26 20:32:28,Rachel Laudat,2019-09-23 20:32:28
117,Gracie Davidson,2019-08-29 05:06:29,James Ryder,2019-10-17 05:06:29
118,Earl Richardson,2019-09-01 04:56:06,Felipe Seals,2019-09-23 04:56:06
119,Karen Grizzle,2019-09-01 20:40:24,Marlene Grice,2019-10-01 20:40:24
120,Verla Pena,2019-09-03 22:08:34,Norma Farmer,2019-10-13 22:08:34
121,Yolanda Freese,2019-09-09 16:30:55,Leslie Harris,2019-10-07 16:30:55
122,Kenneth Fulton,2019-09-10 19:37:47,Rachel Laudat,2019-09-21 19:37:47
123,Larry Davis,2019-09-12 05:13:30,Leslie Harris,2019-10-01 05:13:30
124,John Baker,2019-09-14 05:31:17,Norma Farmer,2019-09-30 05:31:17
125,Michael Martins,2019-09-18 00:18:33,Noah Balentine,2019-11-01 00:18:33
126,Gladys Sandahl,2019-09-18 21:22:10,Leslie Harris,2019-10-24 21:22:10
127,Marvin Mcneil,2019-09-21 14:55:42,Jeffrey Lyon,2019-10-10 14:55:42
128,Michael Hanko,2019-09-22 05:47:50,Felipe Seals,2019-10-14 05:47:50
129,David Florio,2019-09-22 06:09:01,Darryl Kirkwood,2019-10-16 06:09:01
130,Yvonne Hughey,2019-09-23 12:55:09,James Ryder,2019-11-01 12:55:09
131,Sally Cook,2019-09-25 05:02:34,Paul Therrien,2019-10-25 05:02:34
132,Andrew Chapin,2019-09-26 13:07:20,Jeffrey Lyon,2019-10-08 13:07:20
133,Justin Begor,2019-10-04 07:04:10,Thelma Ryan,2019-10-15 07:04:10
134,Ralph Osborne,2019-10-06 17:33:25,Paul Therrien,2019-11-12 17:33:25
135,Hope Mckenzie,2019-10-08 22:29:23,Marlene Grice,2019-11-15 22:29:23
136,Daniel Morehead,2019-10-11 05:46:15,Paul Therrien,2019-11-02 05:46:15
137,Daniel Yin,2019-10-12 03:20:33,Darryl Kirkwood,2019-11-29 03:20:33
138,Katherine Williams,2019-10-12 13:44:45,Thelma Ryan,2019-10-27 13:44:45
139,Edward Selman,2019-10-13 17:15:14,Paul Therrien,2019-10-24 17:15:14
140,Stephen Phomphithak,2019-10-13 19:42:38,Rachel Laudat,2019-10-26 19:42:38
141,Brandy Villatora,2019-10-15 18:41:56,James Ryder,2019-11-19 18:41:56
142,Mary Smith,2019-10-19 18:38:30,Kenneth Fluellen,2019-11-14 18:38:30
143,Marleen Simmons,2019-10-23 17:53:02,Deborah Hurley,2019-11-08 17:53:02
144,Norma Heep,2019-10-23 18:16:36,Judith Laxson,2019-11-10 18:16:36
145,Maria Hanson,2019-10-27 18:46:49,Virginia Williams,2019-11-10 18:46:49
146,Robert Sistrunk,2019-10-28 09:47:08,Virginia Williams,2019-12-12 09:47:08
147,Harley Vann,2019-11-03 16:27:40,Judith Laxson,2019-12-14 16:27:40
148,Kevin Robotham,2019-11-03 17:47:23,Virginia Williams,2019-12-14 17:47:23
149,Robert Jones,2019-11-08 18:56:57,Kenneth Fluellen,2019-12-20 18:56:57
150,Kimberly Avery,2019-11-11 17:14:03,James Ryder,2019-11-27 17:14:03
151,James Moran,2019-11-12 14:02:53,Judith Laxson,2019-11-24 14:02:53
152,Mary Vinson,2019-11-16 11:04:55,Judith Laxson,2019-12-10 11:04:55
153,Susana Daner,2019-11-16 16:26:33,Noah Balentine,2019-11-29 16:26:33
154,Wayne Myers,2019-11-19 09:49:01,Darryl Kirkwood,2019-12-09 09:49:01
155,Juanita Gaier,2019-11-19 23:59:03,Noah Balentine,2019-12-09 23:59:03
156,Joseph Curtis,2019-11-20 00:13:46,Virginia Williams,2019-12-09 00:13:46
157,Rosie Fields,2019-11-20 19:26:05,Thelma Ryan,2019-12-30 19:26:05
158,Kelly Gilliland,2019-11-22 01:14:33,James Ryder,2019-12-24 01:14:33
159,Lisa Sigmon,2019-11-24 05:04:21,Rachel Laudat,2020-01-12 05:04:21
160,Charlotte Stone,2019-11-29 20:05:29,Felipe Seals,2019-12-19 20:05:29
161,Marion Holtzlander,2019-12-03 13:31:12,Thelma Ryan,2020-01-14 13:31:12
162,Jena Barker,2019-12-04 08:15:23,Rachel Laudat,2019-12-26 08:15:23
163,Thomas Worthington,2019-12-05 03:25:05,Jeffrey Lyon,2019-12-21 03:25:05
164,Debra Quintana,2019-12-16 13:18:52,Kenneth Fluellen,2020-01-10 13:18:52
165,Betty Wagner,2019-12-18 00:42:24,Jeffrey Lyon,2020-01-29 00:42:24
166,Marian Bailey,2019-12-25 19:48:55,Judith Laxson,2020-01-10 19:48:55
167,Wanda Weston,2019-12-28 21:36:45,Paul Therrien,2020-02-14 21:36:45
168,Joyce Green,2020-01-02 14:23:15,Virginia Williams,2020-02-16 14:23:15
169,Sean Moore,2020-01-02 17:00:19,Judith Laxson,2020-02-17 17:00:19
170,Miss Raines,2020-01-03 20:35:22,Darryl Kirkwood,2020-01-13 20:35:22
171,Nellie Reaver,2020-01-04 14:05:21,Deborah Hurley,2020-01-28 14:05:21
172,William Popp,2020-01-06 02:11:04,James Ryder,2020-02-07 02:11:04
173,Virginia Brown,2020-01-07 21:30:58,Rachel Laudat,2020-02-16 21:30:58
174,Stephanie Murray,2020-01-09 14:12:33,Thelma Ryan,2020-02-22 14:12:33
175,Charles Reilly,2020-01-09 17:31:15,Noah Balentine,2020-01-24 17:31:15
176,Megan Milburn,2020-01-10 06:15:17,Kenneth Fluellen,2020-01-31 06:15:17
177,James Blevins,2020-01-11 07:09:09,James Ryder,2020-02-25 07:09:09
178,Kimberly Martinez,2020-01-14 01:48:24,Deborah Hurley,2020-02-14 01:48:24
179,Fernando Drake,2020-01-15 00:15:25,Rachel Laudat,2020-02-11 00:15:25
180,Sue Fuller,2020-01-17 04:43:48,Norma Farmer,2020-02-06 04:43:48
181,Ronald Tashman,2020-01-17 17:39:57,Noah Balentine,2020-02-09 17:39:57
182,Toni Pavlas,2020-01-25 19:52:54,Paul Therrien,2020-02-17 19:52:54
183,Reba Huffman,2020-01-27 16:09:05,Noah Balentine,2020-02-10 16:09:05
184,Boyd Nolin,2020-01-27 21:37:28,Jeffrey Lyon,2020-03-09 21:37:28
185,Jacob Wood,2020-01-31 09:55:42,Jeffrey Lyon,2020-03-09 09:55:42
186,Carol Surratt,2020-02-06 03:20:53,Leslie Harris,2020-03-01 03:20:53
187,Lisa Beyer,2020-02-06 05:20:29,Thelma Ryan,2020-02-26 05:20:29
188,Jarrod Bowlin,2020-02-06 13:19:10,Felipe Seals,2020-02-27 13:19:10
189,John Riis,2020-02-07 05:18:37,Felipe Seals,2020-02-22 05:18:37
190,Anthony Martin,2020-02-07 19:10:17,Deborah Hurley,2020-02-26 19:10:17
191,Mark Linder,2020-02-10 19:59:13,Felipe Seals,2020-03-12 19:59:13
192,Mark Escareno,2020-02-16 04:38:00,Deborah Hurley,2020-03-10 04:38:00
193,Victor Singh,2020-02-18 05:53:49,Virginia Williams,2020-03-15 05:53:49
194,Libbie Ross,2020-02-19 11:02:08,Kenneth Fluellen,2020-03-29 11:02:08
195,Scott Whitfield,2020-02-19 23:05:56,Rachel Laudat,2020-03-27 23:05:56
196,Ryan Cartwright,2020-02-20 17:36:13,Felipe Seals,2020-03-07 17:36:13
197,Martina Williams,2020-02-22 12:49:49,Marlene Grice,2020-04-04 12:49:49
198,Pete Vallejo,2020-02-22 20:24:20,Felipe Seals,2020-03-23 20:24:20
199,Joe Shirey,2020-02-25 05:34:47,Paul Therrien,2020-03-09 05:34:47
200,Martha Bold,2020-02-26 08:53:30,Kenneth Fluellen,2020-03-10 08:53:30
201,Louis Hollis,2020-02-28 07:29:56,Leslie Harris,2020-03-17 07:29:56
202,Danny Jacobs,2020-02-28 22:32:54,Virginia Williams,2020-04-09 22:32:54
203,Rene Henry,2020-03-05 07:47:16,James Ryder,2020-04-18 07:47:16
204,Jeanne Keyes,2020-03-09 14:47:25,Marlene Grice,2020-04-07 14:47:25
205,James Shabazz,2020-03-11 22:07:27,Darryl Kirkwood,2020-03-24 22:07:27
206,Barry Ishman,2020-03-12 20:59:15,Paul Therrien,2020-04-17 20:59:15
207,Rey Deluna,2020-03-12 23:00:54,Kenneth Fluellen,2020-03-29 23:00:54
208,Sandra Howard,2020-03-23 01:09:09,James Ryder,2020-04-11 01:09:09
209,Terry Gamble,2020-03-25 14:44:11,Thelma Ryan,2020-05-11 14:44:11
210,Edward Mendosa,2020-03-26 08:21:10,Paul Therrien,2020-04-29 08:21:10
211,Grace Aita,2020-04-01 12:30:12,Darryl Kirkwood,2020-05-06 12:30:12
212,Steven Pippin,2020-04-06 01:59:23,Judith Laxson,2020-05-18 01:59:23
213,Amy Monaghan,2020-04-08 02:45:13,Deborah Hurley,2020-05-23 02:45:13
214,Bobby Ramlall,2020-04-09 02:29:09,Norma Farmer,2020-05-05 02:29:09
215,Jennifer Fontanez,2020-04-09 04:54:09,Marlene Grice,2020-05-27 04:54:09
216,Dustin Zettlemoyer,2020-04-10 11:43:27,Norma Farmer,2020-04-20 11:43:27
217,Cheryl Cabrera,2020-04-12 22:33:26,Virginia Williams,2020-05-05 22:33:26
218,Laverne Fritz,2020-04-13 13:48:43,Paul Therrien,2020-05-01 13:48:43
219,Juana Grant,2020-04-13 16:33:19,Noah Balentine,2020-05-24 16:33:19
220,Martha Smith,2020-04-16 19:40:16,Norma Farmer,2020-05-26 19:40:16
221,Jennifer Greene,2020-04-18 02:40:19,Darryl Kirkwood,2020-05-30 02:40:19
222,John Darrow,2020-04-19 14:15:25,Darryl Kirkwood,2020-06-04 14:15:25
223,Chester Hardwick,2020-04-29 12:32:03,Paul Therrien,2020-05-25 12:32:03
224,Clinton Davidson,2020-05-02 09:29:38,Marlene Grice,2020-05-14 09:29:38
225,Dorothy Mason,2020-05-02 20:17:21,Marlene Grice,2020-06-04 20:17:21
226,Gwen Bingham,2020-05-02 23:20:44,Jeffrey Lyon,2020-05-26 23:20:44
227,Rosalie Brown,2020-05-04 13:15:27,Thelma Ryan,2020-06-14 13:15:27
228,Willie Campos,2020-05-05 16:13:20,Jeffrey Lyon,2020-05-20 16:13:20
229,Tony Rutenberg,2020-05-08 05:43:16,Virginia Williams,2020-06-03 05:43:16
230,Willard Imhoff,2020-05-11 08:59:59,Jeffrey Lyon,2020-05-25 08:59:59
231,John Mcnitt,2020-05-17 04:52:00,Paul Therrien,2020-05-28 04:52:00
232,Romaine Eubanks,2020-05-18 18:44:03,Felipe Seals,2020-06-05 18:44:03
233,Carrie Allen,2020-05-21 07:10:27,Judith Laxson,2020-06-23 07:10:27
234,John Wiggins,2020-05-25 12:20:15,Virginia Williams,2020-07-06 12:20:15
235,Sarah Prescott,2020-05-26 07:25:41,Virginia Williams,2020-06-09 07:25:41
236,Shari Vega,2020-05-26 23:43:48,Noah Balentine,2020-07-07 23:43:48
237,Sharon Duffy,2020-05-27 21:07:58,Norma Farmer,2020-07-06 21:07:58
238,Dallas Green,2020-05-28 05:36:47,Deborah Hurley,2020-07-07 05:36:47
239,Michael Hunt,2020-05-28 18:45:13,Leslie Harris,2020-06-24 18:45:13
240,David Martin,2020-05-30 09:46:48,Judith Laxson,2020-07-16 09:46:48
241,Timothy Thomas,2020-05-31 07:33:44,James Ryder,2020-07-17 07:33:44
242,Roger Pearson,2020-06-05 21:15:48,Paul Therrien,2020-06-30 21:15:48
243,Felix Ellis,2020-06-16 01:50:28,Darryl Kirkwood,2020-07-09 01:50:28
244,Florida Rousseau,2020-06-16 20:51:33,James Ryder,2020-07-31 20:51:33
245,Sandy Chapman,2020-06-19 08:48:02,Darryl Kirkwood,2020-08-07 08:48:02
246,Thomas Pate,2020-06-21 23:12:27,Paul Therrien,2020-07-14 23:12:27
247,Lowell Marshall,2020-06-25 12:19:10,Judith Laxson,2020-08-06 12:19:10
248,Thomas Downs,2020-06-28 00:13:28,Felipe Seals,2020-08-11 00:13:28
249,Jenna Knell,2020-07-02 00:24:16,Felipe Seals,2020-08-01 00:24:16
250,Ramona French,2020-07-03 19:25:14,James Ryder,2020-07-26 19:25:14
251,Charles Gray,2020-07-07 11:26:55,Leslie Harris,2020-07-18 11:26:55
252,Lorraine Gerrald,2020-07-08 05:24:24,Leslie Harris,2020-07-20 05:24:24
253,Renato Walczak,2020-07-09 07:29:33,Felipe Seals,2020-08-02 07:29:33
254,Derrick Malcom,2020-07-09 20:40:04,Darryl Kirkwood,2020-08-06 20:40:04
255,Emelina Mccarthy,2020-07-11 00:27:57,Kenneth Fluellen,2020-08-05 00:27:57
256,Edward Stovall,2020-07-12 04:01:34,Paul Therrien,2020-08-22 04:01:34
257,Matt Clow,2020-07-13 06:21:20,Marlene Grice,2020-08-26 06:21:20
258,Lena Anderson,2020-07-15 11:36:35,Marlene Grice,2020-07-25 11:36:35
259,Larry Mccabe,2020-07-20 09:49:14,Marlene Grice,2020-08-14 09:49:14
260,Robert Mendez,2020-07-21 15:46:19,Marlene Grice,2020-08-27 15:46:19
261,James Albritton,2020-07-22 01:10:40,Noah Balentine,2020-08-15 01:10:40
262,Charlotte Garnett,2020-07-25 07:27:34,Jeffrey Lyon,2020-08-17 07:27:34
263,Jared Ortiz,2020-07-26 19:44:20,Virginia Williams,2020-09-02 19:44:20
264,David Armstrong,2020-07-27 14:59:10,Jeffrey Lyon,2020-09-13 14:59:10
265,Amy Brashear,2020-07-29 22:52:51,Jeffrey Lyon,2020-09-13 22:52:51
266,Mattie Fisher,2020-07-30 00:16:41,Thelma Ryan,2020-08-13 00:16:41
267,Barbara Meekins,2020-08-06 08:16:56,Norma Farmer,2020-08-20 08:16:56
268,Eddie Puff,2020-08-07 04:39:01,Deborah Hurley,2020-08-18 04:39:01
269,Pamela Huntley,2020-08-08 08:20:40,Jeffrey Lyon,2020-08-24 08:20:40
270,Freddie Reams,2020-08-08 10:16:57,Norma Farmer,2020-09-05 10:16:57
271,Margarita Boone,2020-08-09 13:42:39,Marlene Grice,2020-09-26 13:42:39
272,Jewel Winsor,2020-08-10 22:54:14,Noah Balentine,2020-08-25 22:54:14
273,Mary Alexander,2020-08-13 05:07:52,Kenneth Fluellen,2020-09-08 05:07:52
274,Bettie Alsina,2020-08-18 13:47:51,Deborah Hurley,2020-09-02 13:47:51
275,David Gammill,2020-08-22 09:59:05,Marlene Grice,2020-09-15 09:59:05
276,Keri Onstott,2020-08-23 10:58:41,Felipe Seals,2020-10-05 10:58:41
277,Jeffrey Vasquez,2020-08-28 05:58:48,Thelma Ryan,2020-09-23 05:58:48
278,Alice Boone,2020-08-28 07:04:11,Kenneth Fluellen,2020-09-27 07:04:11
279,Tamala Jones,2020-08-29 04:30:19,Virginia Williams,2020-10-11 04:30:19
280,Kenneth Hirst,2020-08-31 12:07:10,Marlene Grice,2020-09-26 12:07:10
281,Lois Primm,2020-08-31 13:53:16,Deborah Hurley,2020-10-01 13:53:16
282,Marcus Parker,2020-08-31 15:48:52,Jeffrey Lyon,2020-09-15 15:48:52
283,Gary Dykes,2020-09-01 05:22:05,Jeffrey Lyon,2020-10-20 05:22:05
284,Janet Whittle,2020-09-01 19:16:58,Deborah Hurley,2020-09-28 19:16:58
285,Nathaniel Baron,2020-09-02 12:15:51,Kenneth Fluellen,2020-10-21 12:15:51
286,Eun Rash,2020-09-04 15:45:49,Judith Laxson,2020-10-10 15:45:49
287,Tina Bradbury,2020-09-08 01:27:56,Rachel Laudat,2020-10-15 01:27:56
288,Melvin Hobbs,2020-09-10 06:04:42,Kenneth Fluellen,2020-09-20 06:04:42
289,Russell Wells,2020-09-11 03:32:01,Marlene Grice,2020-10-17 03:32:01
290,Rebecca Stuber,2020-09-11 09:59:22,Darryl Kirkwood,2020-10-22 09:59:22
291,Annie Witt,2020-09-11 19:34:00,Jeffrey Lyon,2020-09-25 19:34:00
292,Audrey Lockett,2020-09-13 11:09:53,Virginia Williams,2020-10-23 11:09:53
293,Lekisha Ormond,2020-09-14 07:13:31,Jeffrey Lyon,2020-09-26 07:13:31
294,Leslie Fredrickson,2020-09-14 09:49:19,Judith Laxson,2020-10-26 09:49:19
295,Richard Brunson,2020-09-14 10:47:43,James Ryder,2020-10-03 10:47:43
296,Michael Peters,2020-09-20 00:20:42,Thelma Ryan,2020-11-02 00:20:42
297,Robert Julian,2020-09-21 05:20:00,Leslie Harris,2020-10-13 05:20:00
298,Paris Harvey,2020-09-22 22:17:47,Paul Therrien,2020-10-25 22:17:47
299,Marion Hager,2020-09-29 11:21:31,Paul Therrien,2020-10-21 11:21:31
300,Elizabeth Johnson,2020-09-29 18:13:21,Thelma Ryan,2020-11-03 18:13:21
301,Mary Baker,2020-10-03 18:08:07,Noah Balentine,2020-10-29 18:08:07
302,Donna Berry,2020-10-05 03:06:46,Virginia Williams,2020-10-22 03:06:46
303,Melanie Benedict,2020-10-05 07:37:24,Judith Laxson,2020-11-22 07:37:24
304,Linda Mason,2020-10-05 12:19:20,Paul Therrien,2020-11-05 12:19:20
305,Sarah Runquist,2020-10-07 14:47:26,Leslie Harris,2020-11-06 14:47:26
306,Margaret Forcello,2020-10-11 03:36:33,Virginia Williams,2020-11-28 03:36:33
307,Rose Rodriguez,2020-10-12 00:21:12,Virginia Williams,2020-11-14 00:21:12
308,Malcolm Kincaid,2020-10-12 06:37:50,Felipe Seals,2020-11-01 06:37:50
309,Joyce Alves,2020-10-12 12:12:58,Thelma Ryan,2020-11-15 12:12:58
